# straf3 pacing log v2
# present_mode=fifo  build=release
# present_mode_requested=fifo
# warmup_ns=25600900  frames=1151
# cmdline="straf3.exe --exit-after 7500 --pacing-log probes/pacing/results/play/straf3-fifo-1.csv --pb-dir target/pacing-pb --play probes/coil-course/results/coil-run.txt"
# host_wddm_driver=32.0.15.6094
# host_workload=play-coil-run-ghost
# host_window_state=not-checked
# frame_latency=2
# available=[fifo,fifo_relaxed,mailbox,immediate]
# adapter="NVIDIA GeForce RTX 3060 Ti"
# adapter_type=DiscreteGpu
# backend=Vulkan
# gpu_driver=NVIDIA
# gpu_driver_info=560.94
# refresh_mhz=165000
# window_px=1280x720
# monitor_px=1920x1080
# map=Map
# profile=cpm
# command_hz=125
# driven_by=playback
# warmup_ns is the first-to-second rendered frame: swapchain warm-up, not a frame time, and NOT a data row below
frame,delta_ns
1,1925500
2,244200
3,1808000
4,247800
5,1363600
6,7329100
7,6318500
8,6104900
9,6140900
10,6057500
11,5660500
12,6376000
13,5987300
14,5806900
15,12017000
16,6404300
17,5930700
18,5925700
19,5915900
20,22216000
21,734600
22,3890700
23,519400
24,445400
25,593600
26,4589900
27,241000
28,5630700
29,6170300
30,6201100
31,5814300
32,6286900
33,5972900
34,5944200
35,6055800
36,6103900
37,6244100
38,5939800
39,5929100
40,6191100
41,6035000
42,6127700
43,5896700
44,6224200
45,5985100
46,6144900
47,6009600
48,6051400
49,6090300
50,6064700
51,6065300
52,5994300
53,6310200
54,5859800
55,6093500
56,6027500
57,6163300
58,5989700
59,6065400
60,6069300
61,6101800
62,6088800
63,6002000
64,5986700
65,6149100
66,6106500
67,6328300
68,5711800
69,6109700
70,6132500
71,5994000
72,6054700
73,6067200
74,6079100
75,6080900
76,6016700
77,6199500
78,5933700
79,6084300
80,6079800
81,6026700
82,6135100
83,6059900
84,6078200
85,6061100
86,6039300
87,6057600
88,6207100
89,6107000
90,5902300
91,6295000
92,5928700
93,6135800
94,6148600
95,5824400
96,6096500
97,6059700
98,6024100
99,6073100
100,6068700
101,6007100
102,6275900
103,5910300
104,6051900
105,6051900
106,6052600
107,6065800
108,6094800
109,6231500
110,5897200
111,6070800
112,6090700
113,6024700
114,6142200
115,5996500
116,6074700
117,6041500
118,5981900
119,6178400
120,6134600
121,6167100
122,5906800
123,6254500
124,5933400
125,6047900
126,6149900
127,5965900
128,6058800
129,6033500
130,6022800
131,6221000
132,5986600
133,6029700
134,6073900
135,6189900
136,5953200
137,6286500
138,6012200
139,5897500
140,6056300
141,6078000
142,6146800
143,6110600
144,5920700
145,6081600
146,6030100
147,6066600
148,6094600
149,6049000
150,6088400
151,6038500
152,6015500
153,6114800
154,6109100
155,6007700
156,6082400
157,6084200
158,6117900
159,5990700
160,6282500
161,5907500
162,6074600
163,5995700
164,6142100
165,6062100
166,6167600
167,5819900
168,6167000
169,6075500
170,6114900
171,6060900
172,6137000
173,6000600
174,5983700
175,6286400
176,5931500
177,6167500
178,6132100
179,5922000
180,6004300
181,6175600
182,5935200
183,6158300
184,5972300
185,6122300
186,6106600
187,6146700
188,5990400
189,6001300
190,6092000
191,5976900
192,6033600
193,6217800
194,6030000
195,6166100
196,5792200
197,6265400
198,6012500
199,6724000
200,5759100
201,5815600
202,5920400
203,6103900
204,5951600
205,6082000
206,6099500
207,6058000
208,6000500
209,6044600
210,6134400
211,6042500
212,6107000
213,6073600
214,6053300
215,6083400
216,6063400
217,6164800
218,5937800
219,6024100
220,6141600
221,6013900
222,6049100
223,6142900
224,6024400
225,6001500
226,6184600
227,5983500
228,6079100
229,6128800
230,6206800
231,5952400
232,6135400
233,5973100
234,5975600
235,6296100
236,5936800
237,6054800
238,6030100
239,6122800
240,6085100
241,6062900
242,6053800
243,6029100
244,6103600
245,5964500
246,6082300
247,6116300
248,6098000
249,6058500
250,5959400
251,6171900
252,6010700
253,6100700
254,6112800
255,5983300
256,6068500
257,6264400
258,5849600
259,6162600
260,5952100
261,6033200
262,6124200
263,6100500
264,6084200
265,5992800
266,6122100
267,6017600
268,6072800
269,6120200
270,6072800
271,6012500
272,6235200
273,5866700
274,6133700
275,6009800
276,6104500
277,6032900
278,6066400
279,6064300
280,6145600
281,5984600
282,6074700
283,6038100
284,6159500
285,6102100
286,6113800
287,5900900
288,6147300
289,6073100
290,6015200
291,6053900
292,6120500
293,5992700
294,6059300
295,6103200
296,5957300
297,6173600
298,6057500
299,6429200
300,5595700
301,6260400
302,6047300
303,6055400
304,5948000
305,6169600
306,6042800
307,6014600
308,6084300
309,6171500
310,5992600
311,6065700
312,5962100
313,6188500
314,6099400
315,6870700
316,5364700
317,6203800
318,6217000
319,5745000
320,5923400
321,6061300
322,6054400
323,6055600
324,6052700
325,6043200
326,6175800
327,5994300
328,6037200
329,6230000
330,5972100
331,6010000
332,6113900
333,6082600
334,5989200
335,6072600
336,6068700
337,6076300
338,6147900
339,5986000
340,6782800
341,5484200
342,6042300
343,6185300
344,5853800
345,6510200
346,5954300
347,6023700
348,5965700
349,5924800
350,6362800
351,5913100
352,6216800
353,6017400
