# GENERATED BY `cargo xtask lab`. Do not hand-edit — regenerate it.
#
# These are the movement numbers this tree produces. `cargo test -p straf3-lab`
# recomputes them and fails on any difference, naming which measurement moved.
# A change here is a change to how the game moves: it belongs in the same commit
# as the movement change that caused it, with the reason in the message.
#
# Format: key<TAB>value<TAB>unit, sorted by key.
cpm.ramp.deg15.off_the_top_seam_ratio	0.9520	
cpm.ramp.deg15.off_the_top_seam_total_ups	345.12	ups
cpm.ramp.deg15.off_the_top_vs_flat_ups	202.90	ups
cpm.ramp.deg15.seam_ratio_minus_cos	0.0000	
cpm.ramp.deg15.standing_state	grounded	
cpm.ramp.deg15.uphill_after_horizontal_ups	307.92	ups
cpm.ramp.deg15.uphill_after_total_ups	318.79	ups
cpm.ramp.deg15.uphill_at_seam_ups	676.43	ups
cpm.ramp.deg15.uphill_before_seam_ups	761.60	ups
cpm.ramp.deg15.uphill_end_state	grounded	
cpm.ramp.deg15.uphill_flat_control_ups	307.90	ups
cpm.ramp.deg15.uphill_seam_ratio	0.9196	
cpm.ramp.deg15.uphill_seam_ratio_less_friction	0.9659	
cpm.ramp.deg15.uphill_seam_total_ups	700.34	ups
cpm.ramp.deg15.uphill_vs_flat_ups	10.88	ups
cpm.ramp.deg15.walkable	yes	
cpm.ramp.deg25.cos_angle	0.9063	
cpm.ramp.deg25.downslope_after_horizontal_ups	165.02	ups
cpm.ramp.deg25.downslope_after_total_ups	182.08	ups
cpm.ramp.deg25.downslope_at_seam_ups	400.00	ups
cpm.ramp.deg25.downslope_before_seam_ups	400.00	ups
cpm.ramp.deg25.downslope_end_state	grounded	
cpm.ramp.deg25.downslope_flat_control_ups	182.08	ups
cpm.ramp.deg25.downslope_seam_ratio	1.0000	
cpm.ramp.deg25.downslope_seam_total_ups	400.00	ups
cpm.ramp.deg25.downslope_vs_flat_ups	0.00	ups
cpm.ramp.deg25.normal_z	0.9063	
cpm.ramp.deg25.off_the_top_after_horizontal_ups	345.12	ups
cpm.ramp.deg25.off_the_top_after_total_ups	359.99	ups
cpm.ramp.deg25.off_the_top_at_seam_ups	345.12	ups
cpm.ramp.deg25.off_the_top_before_seam_ups	362.52	ups
cpm.ramp.deg25.off_the_top_end_state	airborne	
cpm.ramp.deg25.off_the_top_flat_control_ups	157.09	ups
cpm.ramp.deg25.off_the_top_seam_ratio	0.9520	
cpm.ramp.deg25.off_the_top_seam_total_ups	345.12	ups
cpm.ramp.deg25.off_the_top_vs_flat_ups	202.90	ups
cpm.ramp.deg25.seam_ratio_minus_cos	0.0000	
cpm.ramp.deg25.standing_state	grounded	
cpm.ramp.deg25.uphill_after_horizontal_ups	271.09	ups
cpm.ramp.deg25.uphill_after_total_ups	299.11	ups
cpm.ramp.deg25.uphill_at_seam_ups	595.42	ups
cpm.ramp.deg25.uphill_before_seam_ups	761.60	ups
cpm.ramp.deg25.uphill_end_state	grounded	
cpm.ramp.deg25.uphill_flat_control_ups	271.03	ups
cpm.ramp.deg25.uphill_seam_ratio	0.8628	
cpm.ramp.deg25.uphill_seam_ratio_less_friction	0.9063	
cpm.ramp.deg25.uphill_seam_total_ups	657.11	ups
cpm.ramp.deg25.uphill_vs_flat_ups	28.08	ups
cpm.ramp.deg25.walkable	yes	
cpm.ramp.deg26.cos_angle	0.8988	
cpm.ramp.deg26.downslope_after_horizontal_ups	163.65	ups
cpm.ramp.deg26.downslope_after_total_ups	182.08	ups
cpm.ramp.deg26.downslope_at_seam_ups	400.00	ups
cpm.ramp.deg26.downslope_before_seam_ups	400.00	ups
cpm.ramp.deg26.downslope_end_state	grounded	
cpm.ramp.deg26.downslope_flat_control_ups	182.08	ups
cpm.ramp.deg26.downslope_seam_ratio	1.0000	
cpm.ramp.deg26.downslope_seam_total_ups	400.00	ups
cpm.ramp.deg26.downslope_vs_flat_ups	0.00	ups
cpm.ramp.deg26.normal_z	0.8988	
cpm.ramp.deg26.off_the_top_after_horizontal_ups	345.12	ups
cpm.ramp.deg26.off_the_top_after_total_ups	359.99	ups
cpm.ramp.deg26.off_the_top_at_seam_ups	345.12	ups
cpm.ramp.deg26.off_the_top_before_seam_ups	362.52	ups
cpm.ramp.deg26.off_the_top_end_state	airborne	
cpm.ramp.deg26.off_the_top_flat_control_ups	157.09	ups
cpm.ramp.deg26.off_the_top_seam_ratio	0.9520	
cpm.ramp.deg26.off_the_top_seam_total_ups	345.12	ups
cpm.ramp.deg26.off_the_top_vs_flat_ups	202.90	ups
cpm.ramp.deg26.seam_ratio_minus_cos	0.0000	
cpm.ramp.deg26.standing_state	grounded	
cpm.ramp.deg26.uphill_after_horizontal_ups	266.61	ups
cpm.ramp.deg26.uphill_after_total_ups	296.63	ups
cpm.ramp.deg26.uphill_at_seam_ups	585.57	ups
cpm.ramp.deg26.uphill_before_seam_ups	761.60	ups
cpm.ramp.deg26.uphill_end_state	grounded	
cpm.ramp.deg26.uphill_flat_control_ups	266.55	ups
cpm.ramp.deg26.uphill_seam_ratio	0.8557	
cpm.ramp.deg26.uphill_seam_ratio_less_friction	0.8988	
cpm.ramp.deg26.uphill_seam_total_ups	651.66	ups
cpm.ramp.deg26.uphill_vs_flat_ups	30.08	ups
cpm.ramp.deg26.walkable	yes	
cpm.ramp.deg35.cos_angle	0.8192	
cpm.ramp.deg35.downslope_after_horizontal_ups	149.15	ups
cpm.ramp.deg35.downslope_after_total_ups	182.08	ups
cpm.ramp.deg35.downslope_at_seam_ups	400.00	ups
cpm.ramp.deg35.downslope_before_seam_ups	400.00	ups
cpm.ramp.deg35.downslope_end_state	grounded	
cpm.ramp.deg35.downslope_flat_control_ups	182.08	ups
cpm.ramp.deg35.downslope_seam_ratio	1.0000	
cpm.ramp.deg35.downslope_seam_total_ups	400.00	ups
cpm.ramp.deg35.downslope_vs_flat_ups	0.00	ups
cpm.ramp.deg35.normal_z	0.8192	
cpm.ramp.deg35.off_the_top_after_horizontal_ups	345.12	ups
cpm.ramp.deg35.off_the_top_after_total_ups	359.99	ups
cpm.ramp.deg35.off_the_top_at_seam_ups	345.12	ups
cpm.ramp.deg35.off_the_top_before_seam_ups	362.52	ups
cpm.ramp.deg35.off_the_top_end_state	airborne	
cpm.ramp.deg35.off_the_top_flat_control_ups	157.09	ups
cpm.ramp.deg35.off_the_top_seam_ratio	0.9520	
cpm.ramp.deg35.off_the_top_seam_total_ups	345.12	ups
cpm.ramp.deg35.off_the_top_vs_flat_ups	202.90	ups
cpm.ramp.deg35.seam_ratio_minus_cos	0.0000	
cpm.ramp.deg35.standing_state	grounded	
cpm.ramp.deg35.uphill_after_horizontal_ups	221.45	ups
cpm.ramp.deg35.uphill_after_total_ups	270.35	ups
cpm.ramp.deg35.uphill_at_seam_ups	486.27	ups
cpm.ramp.deg35.uphill_before_seam_ups	761.60	ups
cpm.ramp.deg35.uphill_end_state	grounded	
cpm.ramp.deg35.uphill_flat_control_ups	221.35	ups
cpm.ramp.deg35.uphill_seam_ratio	0.7798	
cpm.ramp.deg35.uphill_seam_ratio_less_friction	0.8192	
cpm.ramp.deg35.uphill_seam_total_ups	593.92	ups
cpm.ramp.deg35.uphill_vs_flat_ups	49.00	ups
cpm.ramp.deg35.walkable	yes	
cpm.ramp.deg40.cos_angle	0.7660	
cpm.ramp.deg40.downslope_after_horizontal_ups	139.48	ups
cpm.ramp.deg40.downslope_after_total_ups	182.08	ups
cpm.ramp.deg40.downslope_at_seam_ups	400.00	ups
cpm.ramp.deg40.downslope_before_seam_ups	400.00	ups
cpm.ramp.deg40.downslope_end_state	grounded	
cpm.ramp.deg40.downslope_flat_control_ups	182.08	ups
cpm.ramp.deg40.downslope_seam_ratio	1.0000	
cpm.ramp.deg40.downslope_seam_total_ups	400.00	ups
cpm.ramp.deg40.downslope_vs_flat_ups	0.00	ups
cpm.ramp.deg40.normal_z	0.7660	
cpm.ramp.deg40.off_the_top_after_horizontal_ups	345.12	ups
cpm.ramp.deg40.off_the_top_after_total_ups	359.99	ups
cpm.ramp.deg40.off_the_top_at_seam_ups	345.12	ups
cpm.ramp.deg40.off_the_top_before_seam_ups	362.52	ups
cpm.ramp.deg40.off_the_top_end_state	airborne	
cpm.ramp.deg40.off_the_top_flat_control_ups	157.09	ups
cpm.ramp.deg40.off_the_top_seam_ratio	0.9520	
cpm.ramp.deg40.off_the_top_seam_total_ups	345.12	ups
cpm.ramp.deg40.off_the_top_vs_flat_ups	202.90	ups
cpm.ramp.deg40.seam_ratio_minus_cos	0.0000	
cpm.ramp.deg40.standing_state	grounded	
cpm.ramp.deg40.uphill_after_horizontal_ups	193.67	ups
cpm.ramp.deg40.uphill_after_total_ups	252.82	ups
cpm.ramp.deg40.uphill_at_seam_ups	425.17	ups
cpm.ramp.deg40.uphill_before_seam_ups	761.60	ups
cpm.ramp.deg40.uphill_end_state	grounded	
cpm.ramp.deg40.uphill_flat_control_ups	193.53	ups
cpm.ramp.deg40.uphill_seam_ratio	0.7293	
cpm.ramp.deg40.uphill_seam_ratio_less_friction	0.7660	
cpm.ramp.deg40.uphill_seam_total_ups	555.42	ups
cpm.ramp.deg40.uphill_vs_flat_ups	59.28	ups
cpm.ramp.deg40.walkable	yes	
cpm.ramp.deg44.cos_angle	0.7193	
cpm.ramp.deg44.downslope_after_horizontal_ups	130.97	ups
cpm.ramp.deg44.downslope_after_total_ups	182.08	ups
cpm.ramp.deg44.downslope_at_seam_ups	400.00	ups
cpm.ramp.deg44.downslope_before_seam_ups	400.00	ups
cpm.ramp.deg44.downslope_end_state	grounded	
cpm.ramp.deg44.downslope_flat_control_ups	182.08	ups
cpm.ramp.deg44.downslope_seam_ratio	1.0000	
cpm.ramp.deg44.downslope_seam_total_ups	400.00	ups
cpm.ramp.deg44.downslope_vs_flat_ups	0.00	ups
cpm.ramp.deg44.normal_z	0.7193	
cpm.ramp.deg44.off_the_top_after_horizontal_ups	345.12	ups
cpm.ramp.deg44.off_the_top_after_total_ups	359.99	ups
cpm.ramp.deg44.off_the_top_at_seam_ups	345.12	ups
cpm.ramp.deg44.off_the_top_before_seam_ups	362.52	ups
cpm.ramp.deg44.off_the_top_end_state	airborne	
cpm.ramp.deg44.off_the_top_flat_control_ups	157.09	ups
cpm.ramp.deg44.off_the_top_seam_ratio	0.9520	
cpm.ramp.deg44.off_the_top_seam_total_ups	345.12	ups
cpm.ramp.deg44.off_the_top_vs_flat_ups	202.90	ups
cpm.ramp.deg44.seam_ratio_minus_cos	0.0000	
cpm.ramp.deg44.standing_state	grounded	
cpm.ramp.deg44.uphill_after_horizontal_ups	170.77	ups
cpm.ramp.deg44.uphill_after_total_ups	237.40	ups
cpm.ramp.deg44.uphill_at_seam_ups	374.82	ups
cpm.ramp.deg44.uphill_before_seam_ups	761.60	ups
cpm.ramp.deg44.uphill_end_state	grounded	
cpm.ramp.deg44.uphill_flat_control_ups	170.62	ups
cpm.ramp.deg44.uphill_seam_ratio	0.6848	
cpm.ramp.deg44.uphill_seam_ratio_less_friction	0.7193	
cpm.ramp.deg44.uphill_seam_total_ups	521.55	ups
cpm.ramp.deg44.uphill_vs_flat_ups	66.79	ups
cpm.ramp.deg44.walkable	yes	
cpm.ramp.deg45.cos_angle	0.7071	
cpm.ramp.deg45.downslope_after_horizontal_ups	128.75	ups
cpm.ramp.deg45.downslope_after_total_ups	182.08	ups
cpm.ramp.deg45.downslope_at_seam_ups	400.00	ups
cpm.ramp.deg45.downslope_before_seam_ups	400.00	ups
cpm.ramp.deg45.downslope_end_state	grounded	
cpm.ramp.deg45.downslope_flat_control_ups	182.08	ups
cpm.ramp.deg45.downslope_seam_ratio	1.0000	
cpm.ramp.deg45.downslope_seam_total_ups	400.00	ups
cpm.ramp.deg45.downslope_vs_flat_ups	0.00	ups
cpm.ramp.deg45.normal_z	0.7071	
cpm.ramp.deg45.off_the_top_after_horizontal_ups	345.12	ups
cpm.ramp.deg45.off_the_top_after_total_ups	359.99	ups
cpm.ramp.deg45.off_the_top_at_seam_ups	345.12	ups
cpm.ramp.deg45.off_the_top_before_seam_ups	362.52	ups
cpm.ramp.deg45.off_the_top_end_state	airborne	
cpm.ramp.deg45.off_the_top_flat_control_ups	157.09	ups
cpm.ramp.deg45.off_the_top_seam_ratio	0.9520	
cpm.ramp.deg45.off_the_top_seam_total_ups	345.12	ups
cpm.ramp.deg45.off_the_top_vs_flat_ups	202.90	ups
cpm.ramp.deg45.seam_ratio_minus_cos	0.0000	
cpm.ramp.deg45.standing_state	grounded	
cpm.ramp.deg45.uphill_after_horizontal_ups	165.02	ups
cpm.ramp.deg45.uphill_after_total_ups	233.37	ups
cpm.ramp.deg45.uphill_at_seam_ups	362.16	ups
cpm.ramp.deg45.uphill_before_seam_ups	761.60	ups
cpm.ramp.deg45.uphill_end_state	grounded	
cpm.ramp.deg45.uphill_flat_control_ups	164.85	ups
cpm.ramp.deg45.uphill_seam_ratio	0.6732	
cpm.ramp.deg45.uphill_seam_ratio_less_friction	0.7071	
cpm.ramp.deg45.uphill_seam_total_ups	512.68	ups
cpm.ramp.deg45.uphill_vs_flat_ups	68.52	ups
cpm.ramp.deg45.walkable	yes	
cpm.ramp.deg46.cos_angle	0.6947	
cpm.ramp.deg46.downslope_after_horizontal_ups	325.84	ups
cpm.ramp.deg46.downslope_after_total_ups	473.68	ups
cpm.ramp.deg46.downslope_at_seam_ups	400.00	ups
cpm.ramp.deg46.downslope_before_seam_ups	400.00	ups
cpm.ramp.deg46.downslope_end_state	sliding	
cpm.ramp.deg46.downslope_flat_control_ups	182.08	ups
cpm.ramp.deg46.downslope_seam_ratio	1.0000	
cpm.ramp.deg46.downslope_seam_total_ups	400.00	ups
cpm.ramp.deg46.downslope_vs_flat_ups	291.61	ups
cpm.ramp.deg46.normal_z	0.6947	
cpm.ramp.deg46.off_the_top_after_horizontal_ups	345.12	ups
cpm.ramp.deg46.off_the_top_after_total_ups	359.99	ups
cpm.ramp.deg46.off_the_top_at_seam_ups	345.12	ups
cpm.ramp.deg46.off_the_top_before_seam_ups	362.52	ups
cpm.ramp.deg46.off_the_top_end_state	airborne	
cpm.ramp.deg46.off_the_top_flat_control_ups	157.09	ups
cpm.ramp.deg46.off_the_top_seam_ratio	0.9520	
cpm.ramp.deg46.off_the_top_seam_total_ups	345.12	ups
cpm.ramp.deg46.off_the_top_vs_flat_ups	202.90	ups
cpm.ramp.deg46.seam_ratio_minus_cos	0.0000	
cpm.ramp.deg46.standing_state	sliding	
cpm.ramp.deg46.uphill_after_horizontal_ups	301.90	ups
cpm.ramp.deg46.uphill_after_total_ups	430.02	ups
cpm.ramp.deg46.uphill_at_seam_ups	349.49	ups
cpm.ramp.deg46.uphill_before_seam_ups	761.60	ups
cpm.ramp.deg46.uphill_end_state	sliding	
cpm.ramp.deg46.uphill_flat_control_ups	159.09	ups
cpm.ramp.deg46.uphill_seam_ratio	0.6613	
cpm.ramp.deg46.uphill_seam_ratio_less_friction	0.6947	
cpm.ramp.deg46.uphill_seam_total_ups	503.66	ups
cpm.ramp.deg46.uphill_vs_flat_ups	270.93	ups
cpm.ramp.deg46.walkable	no	
cpm.ramp.deg50.cos_angle	0.6428	
cpm.ramp.deg50.downslope_after_horizontal_ups	304.39	ups
cpm.ramp.deg50.downslope_after_total_ups	478.46	ups
cpm.ramp.deg50.downslope_at_seam_ups	400.00	ups
cpm.ramp.deg50.downslope_before_seam_ups	400.00	ups
cpm.ramp.deg50.downslope_end_state	sliding	
cpm.ramp.deg50.downslope_flat_control_ups	182.08	ups
cpm.ramp.deg50.downslope_seam_ratio	1.0000	
cpm.ramp.deg50.downslope_seam_total_ups	400.00	ups
cpm.ramp.deg50.downslope_vs_flat_ups	296.39	ups
cpm.ramp.deg50.normal_z	0.6428	
cpm.ramp.deg50.off_the_top_after_horizontal_ups	345.12	ups
cpm.ramp.deg50.off_the_top_after_total_ups	359.99	ups
cpm.ramp.deg50.off_the_top_at_seam_ups	345.12	ups
cpm.ramp.deg50.off_the_top_before_seam_ups	362.52	ups
cpm.ramp.deg50.off_the_top_end_state	airborne	
cpm.ramp.deg50.off_the_top_flat_control_ups	157.09	ups
cpm.ramp.deg50.off_the_top_seam_ratio	0.9520	
cpm.ramp.deg50.off_the_top_seam_total_ups	345.12	ups
cpm.ramp.deg50.off_the_top_vs_flat_ups	202.90	ups
cpm.ramp.deg50.seam_ratio_minus_cos	0.0000	
cpm.ramp.deg50.standing_state	sliding	
cpm.ramp.deg50.uphill_after_horizontal_ups	252.30	ups
cpm.ramp.deg50.uphill_after_total_ups	387.63	ups
cpm.ramp.deg50.uphill_at_seam_ups	299.14	ups
cpm.ramp.deg50.uphill_before_seam_ups	761.60	ups
cpm.ramp.deg50.uphill_end_state	sliding	
cpm.ramp.deg50.uphill_flat_control_ups	136.17	ups
cpm.ramp.deg50.uphill_seam_ratio	0.6119	
cpm.ramp.deg50.uphill_seam_ratio_less_friction	0.6428	
